"count_of_rule_follows","Group","groupid","rule"
195,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
213,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
178,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
210,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
213,"Punishment Group 1","Group 1","Punishment"
225,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
179,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
215,"Punishment Group 1","Group 1","Punishment"
212,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
175,"Punishment Group 1","Group 1","Punishment"
215,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
178,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
20,"Punishment Group 2","Group 2","Punishment"
16,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
29,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
29,"Punishment Group 2","Group 2","Punishment"
29,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
31,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
19,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
20,"Punishment Group 2","Group 2","Punishment"
20,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
20,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
32,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
17,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
31,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
16,"Punishment Group 2","Group 2","Punishment"
29,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
30,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
29,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
30,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
29,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
29,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
30,"Punishment Group 2","Group 2","Punishment"
31,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
20,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
29,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
31,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
33,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
19,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
30,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
18,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
19,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
20,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
19,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
32,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
24,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
20,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
19,"Punishment Group 2","Group 2","Punishment"
19,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
28,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
23,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
27,"Punishment Group 2","Group 2","Punishment"
19,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
20,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
26,"Punishment Group 2","Group 2","Punishment"
21,"Punishment Group 2","Group 2","Punishment"
22,"Punishment Group 2","Group 2","Punishment"
25,"Punishment Group 2","Group 2","Punishment"
